Book|Chapter|Verse|Text
John|10|14|ἐγώ εἰμι ὁ ποιμὴν ὁ καλός, καὶ γινώσκω τὰ ἐμὰ καὶ γινώσκουσί με τὰ ἐμά,
John|10|15|καθὼς γινώσκει με ὁ πατὴρ κἀγὼ γινώσκω τὸν πατέρα· καὶ τὴν ψυχήν μου τίθημι ὑπὲρ τῶν προβάτων.
John|10|16|καὶ ἄλλα πρόβατα ἔχω ἃ οὐκ ἔστιν ἐκ τῆς αὐλῆς ταύτης· κἀκεῖνα δεῖ με ἀγαγεῖν, καὶ τῆς φωνῆς μου ἀκούσουσιν, καὶ γενήσονται μία ποίμνη, εἷς ποιμήν.
John|10|17|διὰ τοῦτό με ὁ πατὴρ ἀγαπᾷ ὅτι ἐγὼ τίθημι τὴν ψυχήν μου, ἵνα πάλιν λάβω αὐτήν.
John|10|18|οὐδεὶς αἴρει αὐτὴν ἀπ᾽ ἐμοῦ, ἀλλ᾽ ἐγὼ τίθημι αὐτὴν ἀπ᾽ ἐμαυτοῦ. ἐξουσίαν ἔχω θεῖναι αὐτήν, καὶ ἐξουσίαν ἔχω πάλιν λαβεῖν αὐτήν· ταύτην τὴν ἐντολὴν ἔλαβον παρὰ τοῦ πατρός μου.
John|10|19|σχίσμα πάλιν ἐγένετο ἐν τοῖς ἰουδαίοις διὰ τοὺς λόγους τούτους.
John|10|20|ἔλεγον δὲ πολλοὶ ἐξ αὐτῶν, δαιμόνιον ἔχει καὶ μαίνεται· τί αὐτοῦ ἀκούετε;
John|10|21|ἄλλοι ἔλεγον, ταῦτα τὰ ῥήματα οὐκ ἔστιν δαιμονιζομένου· μὴ δαιμόνιον δύναται τυφλῶν ὀφθαλμοὺς ἀνοῖξαι;
John|10|22|ἐγένετο τότε τὰ ἐγκαίνια ἐν τοῖς ἱεροσολύμοις· χειμὼν ἦν,
John|10|23|καὶ περιεπάτει ὁ ἰησοῦς ἐν τῶ ἱερῶ ἐν τῇ στοᾷ τοῦ σολομῶνος.
John|10|24|ἐκύκλωσαν οὗν αὐτὸν οἱ ἰουδαῖοι καὶ ἔλεγον αὐτῶ, ἕως πότε τὴν ψυχὴν ἡμῶν αἴρεις; εἰ σὺ εἶ ὁ χριστός, εἰπὲ ἡμῖν παρρησίᾳ.
John|10|25|ἀπεκρίθη αὐτοῖς ὁ ἰησοῦς, εἶπον ὑμῖν καὶ οὐ πιστεύετε· τὰ ἔργα ἃ ἐγὼ ποιῶ ἐν τῶ ὀνόματι τοῦ πατρός μου ταῦτα μαρτυρεῖ περὶ ἐμοῦ·
John|10|26|ἀλλὰ ὑμεῖς οὐ πιστεύετε, ὅτι οὐκ ἐστὲ ἐκ τῶν προβάτων τῶν ἐμῶν.
John|10|27|τὰ πρόβατα τὰ ἐμὰ τῆς φωνῆς μου ἀκούουσιν, κἀγὼ γινώσκω αὐτά, καὶ ἀκολουθοῦσίν μοι,
John|10|28|κἀγὼ δίδωμι αὐτοῖς ζωὴν αἰώνιον, καὶ οὐ μὴ ἀπόλωνται εἰς τὸν αἰῶνα, καὶ οὐχ ἁρπάσει τις αὐτὰ ἐκ τῆς χειρός μου.
John|10|29|ὁ πατήρ μου ὃ δέδωκέν μοι πάντων μεῖζόν ἐστιν, καὶ οὐδεὶς δύναται ἁρπάζειν ἐκ τῆς χειρὸς τοῦ πατρός.
John|10|30|ἐγὼ καὶ ὁ πατὴρ ἕν ἐσμεν.
John|10|31|ἐβάστασαν πάλιν λίθους οἱ ἰουδαῖοι ἵνα λιθάσωσιν αὐτόν.
John|10|32|ἀπεκρίθη αὐτοῖς ὁ ἰησοῦς, πολλὰ ἔργα καλὰ ἔδειξα ὑμῖν ἐκ τοῦ πατρός· διὰ ποῖον αὐτῶν ἔργον ἐμὲ λιθάζετε;
John|10|33|ἀπεκρίθησαν αὐτῶ οἱ ἰουδαῖοι, περὶ καλοῦ ἔργου οὐ λιθάζομέν σε ἀλλὰ περὶ βλασφημίας, καὶ ὅτι σὺ ἄνθρωπος ὢν ποιεῖς σεαυτὸν θεόν.
John|10|34|ἀπεκρίθη αὐτοῖς [ὁ] ἰησοῦς, οὐκ ἔστιν γεγραμμένον ἐν τῶ νόμῳ ὑμῶν ὅτι ἐγὼ εἶπα, θεοί ἐστε;
John|10|35|εἰ ἐκείνους εἶπεν θεοὺς πρὸς οὓς ὁ λόγος τοῦ θεοῦ ἐγένετο, καὶ οὐ δύναται λυθῆναι ἡ γραφή,
John|10|36|ὃν ὁ πατὴρ ἡγίασεν καὶ ἀπέστειλεν εἰς τὸν κόσμον ὑμεῖς λέγετε ὅτι βλασφημεῖς, ὅτι εἶπον, υἱὸς τοῦ θεοῦ εἰμι;
John|10|37|εἰ οὐ ποιῶ τὰ ἔργα τοῦ πατρός μου, μὴ πιστεύετέ μοι·
John|10|38|εἰ δὲ ποιῶ, κἂν ἐμοὶ μὴ πιστεύητε, τοῖς ἔργοις πιστεύετε, ἵνα γνῶτε καὶ γινώσκητε ὅτι ἐν ἐμοὶ ὁ πατὴρ κἀγὼ ἐν τῶ πατρί.
John|10|39|ἐζήτουν [οὗν] αὐτὸν πάλιν πιάσαι· καὶ ἐξῆλθεν ἐκ τῆς χειρὸς αὐτῶν.
John|10|40|καὶ ἀπῆλθεν πάλιν πέραν τοῦ ἰορδάνου εἰς τὸν τόπον ὅπου ἦν ἰωάννης τὸ πρῶτον βαπτίζων, καὶ ἔμεινεν ἐκεῖ.
John|10|41|καὶ πολλοὶ ἦλθον πρὸς αὐτὸν καὶ ἔλεγον ὅτι ἰωάννης μὲν σημεῖον ἐποίησεν οὐδέν, πάντα δὲ ὅσα εἶπεν ἰωάννης περὶ τούτου ἀληθῆ ἦν.
John|10|42|καὶ πολλοὶ ἐπίστευσαν εἰς αὐτὸν ἐκεῖ.
John|11|1|ἦν δέ τις ἀσθενῶν, λάζαρος ἀπὸ βηθανίας, ἐκ τῆς κώμης μαρίας καὶ μάρθας τῆς ἀδελφῆς αὐτῆς.
John|11|2|ἦν δὲ μαριὰμ ἡ ἀλείψασα τὸν κύριον μύρῳ καὶ ἐκμάξασα τοὺς πόδας αὐτοῦ ταῖς θριξὶν αὐτῆς, ἧς ὁ ἀδελφὸς λάζαρος ἠσθένει.
John|11|3|ἀπέστειλαν οὗν αἱ ἀδελφαὶ πρὸς αὐτὸν λέγουσαι, κύριε, ἴδε ὃν φιλεῖς ἀσθενεῖ.
John|11|4|ἀκούσας δὲ ὁ ἰησοῦς εἶπεν, αὕτη ἡ ἀσθένεια οὐκ ἔστιν πρὸς θάνατον ἀλλ᾽ ὑπὲρ τῆς δόξης τοῦ θεοῦ, ἵνα δοξασθῇ ὁ υἱὸς τοῦ θεοῦ δι᾽ αὐτῆς.
John|11|5|ἠγάπα δὲ ὁ ἰησοῦς τὴν μάρθαν καὶ τὴν ἀδελφὴν αὐτῆς καὶ τὸν λάζαρον.
John|11|6|ὡς οὗν ἤκουσεν ὅτι ἀσθενεῖ, τότε μὲν ἔμεινεν ἐν ᾧ ἦν τόπῳ δύο ἡμέρας·
John|11|7|ἔπειτα μετὰ τοῦτο λέγει τοῖς μαθηταῖς, ἄγωμεν εἰς τὴν ἰουδαίαν πάλιν.
John|11|8|λέγουσιν αὐτῶ οἱ μαθηταί, ῥαββί, νῦν ἐζήτουν σε λιθάσαι οἱ ἰουδαῖοι, καὶ πάλιν ὑπάγεις ἐκεῖ;
John|11|9|ἀπεκρίθη ἰησοῦς, οὐχὶ δώδεκα ὧραί εἰσιν τῆς ἡμέρας; ἐάν τις περιπατῇ ἐν τῇ ἡμέρᾳ, οὐ προσκόπτει, ὅτι τὸ φῶς τοῦ κόσμου τούτου βλέπει·
John|11|10|ἐὰν δέ τις περιπατῇ ἐν τῇ νυκτί, προσκόπτει, ὅτι τὸ φῶς οὐκ ἔστιν ἐν αὐτῶ.
John|11|11|ταῦτα εἶπεν, καὶ μετὰ τοῦτο λέγει αὐτοῖς, λάζαρος ὁ φίλος ἡμῶν κεκοίμηται, ἀλλὰ πορεύομαι ἵνα ἐξυπνίσω αὐτόν.
John|11|12|εἶπαν οὗν οἱ μαθηταὶ αὐτῶ, κύριε, εἰ κεκοίμηται σωθήσεται.
John|11|13|εἰρήκει δὲ ὁ ἰησοῦς περὶ τοῦ θανάτου αὐτοῦ. ἐκεῖνοι δὲ ἔδοξαν ὅτι περὶ τῆς κοιμήσεως τοῦ ὕπνου λέγει.
John|11|14|τότε οὗν εἶπεν αὐτοῖς ὁ ἰησοῦς παρρησίᾳ, λάζαρος ἀπέθανεν,
John|11|15|καὶ χαίρω δι᾽ ὑμᾶς, ἵνα πιστεύσητε, ὅτι οὐκ ἤμην ἐκεῖ· ἀλλὰ ἄγωμεν πρὸς αὐτόν.
John|11|16|εἶπεν οὗν θωμᾶς ὁ λεγόμενος δίδυμος τοῖς συμμαθηταῖς, ἄγωμεν καὶ ἡμεῖς ἵνα ἀποθάνωμεν μετ᾽ αὐτοῦ.
John|11|17|ἐλθὼν οὗν ὁ ἰησοῦς εὖρεν αὐτὸν τέσσαρας ἤδη ἡμέρας ἔχοντα ἐν τῶ μνημείῳ.
John|11|18|ἦν δὲ ἡ βηθανία ἐγγὺς τῶν ἱεροσολύμων ὡς ἀπὸ σταδίων δεκαπέντε.
John|11|19|πολλοὶ δὲ ἐκ τῶν ἰουδαίων ἐληλύθεισαν πρὸς τὴν μάρθαν καὶ μαριὰμ ἵνα παραμυθήσωνται αὐτὰς περὶ τοῦ ἀδελφοῦ.
John|11|20|ἡ οὗν μάρθα ὡς ἤκουσεν ὅτι ἰησοῦς ἔρχεται ὑπήντησεν αὐτῶ· μαριὰμ δὲ ἐν τῶ οἴκῳ ἐκαθέζετο.
John|11|21|εἶπεν οὗν ἡ μάρθα πρὸς τὸν ἰησοῦν, κύριε, εἰ ἦς ὧδε οὐκ ἂν ἀπέθανεν ὁ ἀδελφός μου·
John|11|22|[ἀλλὰ] καὶ νῦν οἶδα ὅτι ὅσα ἂν αἰτήσῃ τὸν θεὸν δώσει σοι ὁ θεός.
John|11|23|λέγει αὐτῇ ὁ ἰησοῦς, ἀναστήσεται ὁ ἀδελφός σου.
John|11|24|λέγει αὐτῶ ἡ μάρθα, οἶδα ὅτι ἀναστήσεται ἐν τῇ ἀναστάσει ἐν τῇ ἐσχάτῃ ἡμέρᾳ.
John|11|25|εἶπεν αὐτῇ ὁ ἰησοῦς, ἐγώ εἰμι ἡ ἀνάστασις καὶ ἡ ζωή· ὁ πιστεύων εἰς ἐμὲ κἂν ἀποθάνῃ ζήσεται,
John|11|26|καὶ πᾶς ὁ ζῶν καὶ πιστεύων εἰς ἐμὲ οὐ μὴ ἀποθάνῃ εἰς τὸν αἰῶνα· πιστεύεις τοῦτο;
John|11|27|λέγει αὐτῶ, ναί, κύριε· ἐγὼ πεπίστευκα ὅτι σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ ὁ εἰς τὸν κόσμον ἐρχόμενος.
John|11|28|καὶ τοῦτο εἰποῦσα ἀπῆλθεν καὶ ἐφώνησεν μαριὰμ τὴν ἀδελφὴν αὐτῆς λάθρᾳ εἰποῦσα, ὁ διδάσκαλος πάρεστιν καὶ φωνεῖ σε.
John|11|29|ἐκείνη δὲ ὡς ἤκουσεν ἠγέρθη ταχὺ καὶ ἤρχετο πρὸς αὐτόν·
John|11|30|οὔπω δὲ ἐληλύθει ὁ ἰησοῦς εἰς τὴν κώμην, ἀλλ᾽ ἦν ἔτι ἐν τῶ τόπῳ ὅπου ὑπήντησεν αὐτῶ ἡ μάρθα.
John|11|31|οἱ οὗν ἰουδαῖοι οἱ ὄντες μετ᾽ αὐτῆς ἐν τῇ οἰκίᾳ καὶ παραμυθούμενοι αὐτήν, ἰδόντες τὴν μαριὰμ ὅτι ταχέως ἀνέστη καὶ ἐξῆλθεν, ἠκολούθησαν αὐτῇ, δόξαντες ὅτι ὑπάγει εἰς τὸ μνημεῖον ἵνα κλαύσῃ ἐκεῖ.
John|11|32|ἡ οὗν μαριὰμ ὡς ἦλθεν ὅπου ἦν ἰησοῦς ἰδοῦσα αὐτὸν ἔπεσεν αὐτοῦ πρὸς τοὺς πόδας, λέγουσα αὐτῶ, κύριε, εἰ ἦς ὧδε οὐκ ἄν μου ἀπέθανεν ὁ ἀδελφός.
John|11|33|ἰησοῦς οὗν ὡς εἶδεν αὐτὴν κλαίουσαν καὶ τοὺς συνελθόντας αὐτῇ ἰουδαίους κλαίοντας, ἐνεβριμήσατο τῶ πνεύματι καὶ ἐτάραξεν ἑαυτόν,
John|11|34|καὶ εἶπεν, ποῦ τεθείκατε αὐτόν; λέγουσιν αὐτῶ, κύριε, ἔρχου καὶ ἴδε.
John|11|35|ἐδάκρυσεν ὁ ἰησοῦς.
John|11|36|ἔλεγον οὗν οἱ ἰουδαῖοι, ἴδε πῶς ἐφίλει αὐτόν.
John|11|37|τινὲς δὲ ἐξ αὐτῶν εἶπαν, οὐκ ἐδύνατο οὖτος ὁ ἀνοίξας τοὺς ὀφθαλμοὺς τοῦ τυφλοῦ ποιῆσαι ἵνα καὶ οὖτος μὴ ἀποθάνῃ;
John|11|38|ἰησοῦς οὗν πάλιν ἐμβριμώμενος ἐν ἑαυτῶ ἔρχεται εἰς τὸ μνημεῖον· ἦν δὲ σπήλαιον, καὶ λίθος ἐπέκειτο ἐπ᾽ αὐτῶ.
John|11|39|λέγει ὁ ἰησοῦς, ἄρατε τὸν λίθον. λέγει αὐτῶ ἡ ἀδελφὴ τοῦ τετελευτηκότος μάρθα, κύριε, ἤδη ὄζει, τεταρταῖος γάρ ἐστιν.
John|11|40|λέγει αὐτῇ ὁ ἰησοῦς, οὐκ εἶπόν σοι ὅτι ἐὰν πιστεύσῃς ὄψῃ τὴν δόξαν τοῦ θεοῦ;
John|11|41|ἦραν οὗν τὸν λίθον. ὁ δὲ ἰησοῦς ἦρεν τοὺς ὀφθαλμοὺς ἄνω καὶ εἶπεν, πάτερ, εὐχαριστῶ σοι ὅτι ἤκουσάς μου.
John|11|42|ἐγὼ δὲ ᾔδειν ὅτι πάντοτέ μου ἀκούεις· ἀλλὰ διὰ τὸν ὄχλον τὸν περιεστῶτα εἶπον, ἵνα πιστεύσωσιν ὅτι σύ με ἀπέστειλας.
John|11|43|καὶ ταῦτα εἰπὼν φωνῇ μεγάλῃ ἐκραύγασεν, λάζαρε, δεῦρο ἔξω.
John|11|44|ἐξῆλθεν ὁ τεθνηκὼς δεδεμένος τοὺς πόδας καὶ τὰς χεῖρας κειρίαις, καὶ ἡ ὄψις αὐτοῦ σουδαρίῳ περιεδέδετο. λέγει αὐτοῖς ὁ ἰησοῦς, λύσατε αὐτὸν καὶ ἄφετε αὐτὸν ὑπάγειν.
John|11|45|πολλοὶ οὗν ἐκ τῶν ἰουδαίων, οἱ ἐλθόντες πρὸς τὴν μαριὰμ καὶ θεασάμενοι ἃ ἐποίησεν, ἐπίστευσαν εἰς αὐτόν·
John|11|46|τινὲς δὲ ἐξ αὐτῶν ἀπῆλθον πρὸς τοὺς φαρισαίους καὶ εἶπαν αὐτοῖς ἃ ἐποίησεν ἰησοῦς.
John|11|47|συνήγαγον οὗν οἱ ἀρχιερεῖς καὶ οἱ φαρισαῖοι συνέδριον, καὶ ἔλεγον, τί ποιοῦμεν, ὅτι οὖτος ὁ ἄνθρωπος πολλὰ ποιεῖ σημεῖα;
John|11|48|ἐὰν ἀφῶμεν αὐτὸν οὕτως, πάντες πιστεύσουσιν εἰς αὐτόν, καὶ ἐλεύσονται οἱ ῥωμαῖοι καὶ ἀροῦσιν ἡμῶν καὶ τὸν τόπον καὶ τὸ ἔθνος.
John|11|49|εἷς δέ τις ἐξ αὐτῶν καϊάφας, ἀρχιερεὺς ὢν τοῦ ἐνιαυτοῦ ἐκείνου, εἶπεν αὐτοῖς, ὑμεῖς οὐκ οἴδατε οὐδέν,
John|11|50|οὐδὲ λογίζεσθε ὅτι συμφέρει ὑμῖν ἵνα εἷς ἄνθρωπος ἀποθάνῃ ὑπὲρ τοῦ λαοῦ καὶ μὴ ὅλον τὸ ἔθνος ἀπόληται.
John|11|51|τοῦτο δὲ ἀφ᾽ ἑαυτοῦ οὐκ εἶπεν, ἀλλὰ ἀρχιερεὺς ὢν τοῦ ἐνιαυτοῦ ἐκείνου ἐπροφήτευσεν ὅτι ἔμελλεν ἰησοῦς ἀποθνῄσκειν ὑπὲρ τοῦ ἔθνους,
John|11|52|καὶ οὐχ ὑπὲρ τοῦ ἔθνους μόνον ἀλλ᾽ ἵνα καὶ τὰ τέκνα τοῦ θεοῦ τὰ διεσκορπισμένα συναγάγῃ εἰς ἕν.
John|11|53|ἀπ᾽ ἐκείνης οὗν τῆς ἡμέρας ἐβουλεύσαντο ἵνα ἀποκτείνωσιν αὐτόν.
John|11|54|ὁ οὗν ἰησοῦς οὐκέτι παρρησίᾳ περιεπάτει ἐν τοῖς ἰουδαίοις, ἀλλὰ ἀπῆλθεν ἐκεῖθεν εἰς τὴν χώραν ἐγγὺς τῆς ἐρήμου, εἰς ἐφραὶμ λεγομένην πόλιν, κἀκεῖ ἔμεινεν μετὰ τῶν μαθητῶν.
John|11|55|ἦν δὲ ἐγγὺς τὸ πάσχα τῶν ἰουδαίων, καὶ ἀνέβησαν πολλοὶ εἰς ἱεροσόλυμα ἐκ τῆς χώρας πρὸ τοῦ πάσχα ἵνα ἁγνίσωσιν ἑαυτούς.
John|11|56|ἐζήτουν οὗν τὸν ἰησοῦν καὶ ἔλεγον μετ᾽ ἀλλήλων ἐν τῶ ἱερῶ ἑστηκότες, τί δοκεῖ ὑμῖν; ὅτι οὐ μὴ ἔλθῃ εἰς τὴν ἑορτήν;
John|11|57|δεδώκεισαν δὲ οἱ ἀρχιερεῖς καὶ οἱ φαρισαῖοι ἐντολὰς ἵνα ἐάν τις γνῶ ποῦ ἐστιν μηνύσῃ, ὅπως πιάσωσιν αὐτόν.
John|12|1|ὁ οὗν ἰησοῦς πρὸ ἓξ ἡμερῶν τοῦ πάσχα ἦλθεν εἰς βηθανίαν, ὅπου ἦν λάζαρος, ὃν ἤγειρεν ἐκ νεκρῶν ἰησοῦς.
John|12|2|ἐποίησαν οὗν αὐτῶ δεῖπνον ἐκεῖ, καὶ ἡ μάρθα διηκόνει, ὁ δὲ λάζαρος εἷς ἦν ἐκ τῶν ἀνακειμένων σὺν αὐτῶ.
John|12|3|ἡ οὗν μαριὰμ λαβοῦσα λίτραν μύρου νάρδου πιστικῆς πολυτίμου ἤλειψεν τοὺς πόδας τοῦ ἰησοῦ καὶ ἐξέμαξεν ταῖς θριξὶν αὐτῆς τοὺς πόδας αὐτοῦ· ἡ δὲ οἰκία ἐπληρώθη ἐκ τῆς ὀσμῆς τοῦ μύρου.
John|12|4|λέγει δὲ ἰούδας ὁ ἰσκαριώτης εἷς [ἐκ] τῶν μαθητῶν αὐτοῦ, ὁ μέλλων αὐτὸν παραδιδόναι,
John|12|5|διὰ τί τοῦτο τὸ μύρον οὐκ ἐπράθη τριακοσίων δηναρίων καὶ ἐδόθη πτωχοῖς;
John|12|6|εἶπεν δὲ τοῦτο οὐχ ὅτι περὶ τῶν πτωχῶν ἔμελεν αὐτῶ ἀλλ᾽ ὅτι κλέπτης ἦν καὶ τὸ γλωσσόκομον ἔχων τὰ βαλλόμενα ἐβάσταζεν.
John|12|7|εἶπεν οὗν ὁ ἰησοῦς, ἄφες αὐτήν, ἵνα εἰς τὴν ἡμέραν τοῦ ἐνταφιασμοῦ μου τηρήσῃ αὐτό·
John|12|8|τοὺς πτωχοὺς γὰρ πάντοτε ἔχετε μεθ᾽ ἑαυτῶν, ἐμὲ δὲ οὐ πάντοτε ἔχετε.
John|12|9|ἔγνω οὗν [ὁ] ὄχλος πολὺς ἐκ τῶν ἰουδαίων ὅτι ἐκεῖ ἐστιν, καὶ ἦλθον οὐ διὰ τὸν ἰησοῦν μόνον ἀλλ᾽ ἵνα καὶ τὸν λάζαρον ἴδωσιν ὃν ἤγειρεν ἐκ νεκρῶν.
John|12|10|ἐβουλεύσαντο δὲ οἱ ἀρχιερεῖς ἵνα καὶ τὸν λάζαρον ἀποκτείνωσιν,
John|12|11|ὅτι πολλοὶ δι᾽ αὐτὸν ὑπῆγον τῶν ἰουδαίων καὶ ἐπίστευον εἰς τὸν ἰησοῦν.
John|12|12|τῇ ἐπαύριον ὁ ὄχλος πολὺς ὁ ἐλθὼν εἰς τὴν ἑορτήν, ἀκούσαντες ὅτι ἔρχεται ὁ ἰησοῦς εἰς ἱεροσόλυμα,
John|12|13|ἔλαβον τὰ βαΐα τῶν φοινίκων καὶ ἐξῆλθον εἰς ὑπάντησιν αὐτῶ, καὶ ἐκραύγαζον, ὡσαννά· εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου, [καὶ] ὁ βασιλεὺς τοῦ ἰσραήλ.
John|12|14|εὑρὼν δὲ ὁ ἰησοῦς ὀνάριον ἐκάθισεν ἐπ᾽ αὐτό, καθώς ἐστιν γεγραμμένον,
John|12|15|μὴ φοβοῦ, θυγάτηρ σιών· ἰδοὺ ὁ βασιλεύς σου ἔρχεται, καθήμενος ἐπὶ πῶλον ὄνου.
John|12|16|ταῦτα οὐκ ἔγνωσαν αὐτοῦ οἱ μαθηταὶ τὸ πρῶτον, ἀλλ᾽ ὅτε ἐδοξάσθη ἰησοῦς τότε ἐμνήσθησαν ὅτι ταῦτα ἦν ἐπ᾽ αὐτῶ γεγραμμένα καὶ ταῦτα ἐποίησαν αὐτῶ.
John|12|17|ἐμαρτύρει οὗν ὁ ὄχλος ὁ ὢν μετ᾽ αὐτοῦ ὅτε τὸν λάζαρον ἐφώνησεν ἐκ τοῦ μνημείου καὶ ἤγειρεν αὐτὸν ἐκ νεκρῶν.
John|12|18|διὰ τοῦτο [καὶ] ὑπήντησεν αὐτῶ ὁ ὄχλος ὅτι ἤκουσαν τοῦτο αὐτὸν πεποιηκέναι τὸ σημεῖον.
John|12|19|οἱ οὗν φαρισαῖοι εἶπαν πρὸς ἑαυτούς, θεωρεῖτε ὅτι οὐκ ὠφελεῖτε οὐδέν· ἴδε ὁ κόσμος ὀπίσω αὐτοῦ ἀπῆλθεν.
John|12|20|ἦσαν δὲ ἕλληνές τινες ἐκ τῶν ἀναβαινόντων ἵνα προσκυνήσωσιν ἐν τῇ ἑορτῇ·
John|12|21|οὖτοι οὗν προσῆλθον φιλίππῳ τῶ ἀπὸ βηθσαϊδὰ τῆς γαλιλαίας, καὶ ἠρώτων αὐτὸν λέγοντες, κύριε, θέλομεν τὸν ἰησοῦν ἰδεῖν.
John|12|22|ἔρχεται ὁ φίλιππος καὶ λέγει τῶ ἀνδρέᾳ· ἔρχεται ἀνδρέας καὶ φίλιππος καὶ λέγουσιν τῶ ἰησοῦ.
John|12|23|ὁ δὲ ἰησοῦς ἀποκρίνεται αὐτοῖς λέγων, ἐλήλυθεν ἡ ὥρα ἵνα δοξασθῇ ὁ υἱὸς τοῦ ἀνθρώπου.
John|12|24|ἀμὴν ἀμὴν λέγω ὑμῖν, ἐὰν μὴ ὁ κόκκος τοῦ σίτου πεσὼν εἰς τὴν γῆν ἀποθάνῃ, αὐτὸς μόνος μένει· ἐὰν δὲ ἀποθάνῃ, πολὺν καρπὸν φέρει.
John|12|25|ὁ φιλῶν τὴν ψυχὴν αὐτοῦ ἀπολλύει αὐτήν, καὶ ὁ μισῶν τὴν ψυχὴν αὐτοῦ ἐν τῶ κόσμῳ τούτῳ εἰς ζωὴν αἰώνιον φυλάξει αὐτήν.
John|12|26|ἐὰν ἐμοί τις διακονῇ, ἐμοὶ ἀκολουθείτω, καὶ ὅπου εἰμὶ ἐγὼ ἐκεῖ καὶ ὁ διάκονος ὁ ἐμὸς ἔσται· ἐάν τις ἐμοὶ διακονῇ τιμήσει αὐτὸν ὁ πατήρ.
John|12|27|νῦν ἡ ψυχή μου τετάρακται. καὶ τί εἴπω; πάτερ, σῶσόν με ἐκ τῆς ὥρας ταύτης; ἀλλὰ διὰ τοῦτο ἦλθον εἰς τὴν ὥραν ταύτην.
John|12|28|πάτερ, δόξασόν σου τὸ ὄνομα. ἦλθεν οὗν φωνὴ ἐκ τοῦ οὐρανοῦ, καὶ ἐδόξασα καὶ πάλιν δοξάσω.
John|12|29|ὁ οὗν ὄχλος ὁ ἑστὼς καὶ ἀκούσας ἔλεγεν βροντὴν γεγονέναι· ἄλλοι ἔλεγον, ἄγγελος αὐτῶ λελάληκεν.
John|12|30|ἀπεκρίθη ἰησοῦς καὶ εἶπεν, οὐ δι᾽ ἐμὲ ἡ φωνὴ αὕτη γέγονεν ἀλλὰ δι᾽ ὑμᾶς.
John|12|31|νῦν κρίσις ἐστὶν τοῦ κόσμου τούτου, νῦν ὁ ἄρχων τοῦ κόσμου τούτου ἐκβληθήσεται ἔξω·
John|12|32|κἀγὼ ἐὰν ὑψωθῶ ἐκ τῆς γῆς, πάντας ἑλκύσω πρὸς ἐμαυτόν.
John|12|33|τοῦτο δὲ ἔλεγεν σημαίνων ποίῳ θανάτῳ ἤμελλεν ἀποθνῄσκειν.
John|12|34|ἀπεκρίθη οὗν αὐτῶ ὁ ὄχλος, ἡμεῖς ἠκούσαμεν ἐκ τοῦ νόμου ὅτι ὁ χριστὸς μένει εἰς τὸν αἰῶνα, καὶ πῶς λέγεις σὺ ὅτι δεῖ ὑψωθῆναι τὸν υἱὸν τοῦ ἀνθρώπου; τίς ἐστιν οὖτος ὁ υἱὸς τοῦ ἀνθρώπου;
John|12|35|εἶπεν οὗν αὐτοῖς ὁ ἰησοῦς, ἔτι μικρὸν χρόνον τὸ φῶς ἐν ὑμῖν ἐστιν. περιπατεῖτε ὡς τὸ φῶς ἔχετε, ἵνα μὴ σκοτία ὑμᾶς καταλάβῃ· καὶ ὁ περιπατῶν ἐν τῇ σκοτίᾳ οὐκ οἶδεν ποῦ ὑπάγει.
John|12|36|ὡς τὸ φῶς ἔχετε, πιστεύετε εἰς τὸ φῶς, ἵνα υἱοὶ φωτὸς γένησθε. ταῦτα ἐλάλησεν ἰησοῦς, καὶ ἀπελθὼν ἐκρύβη ἀπ᾽ αὐτῶν.
John|12|37|τοσαῦτα δὲ αὐτοῦ σημεῖα πεποιηκότος ἔμπροσθεν αὐτῶν οὐκ ἐπίστευον εἰς αὐτόν,
John|12|38|ἵνα ὁ λόγος ἠσαΐου τοῦ προφήτου πληρωθῇ ὃν εἶπεν, κύριε, τίς ἐπίστευσεν τῇ ἀκοῇ ἡμῶν; καὶ ὁ βραχίων κυρίου τίνι ἀπεκαλύφθη;
John|12|39|διὰ τοῦτο οὐκ ἠδύναντο πιστεύειν, ὅτι πάλιν εἶπεν ἠσαΐας,
John|12|40|τετύφλωκεν αὐτῶν τοὺς ὀφθαλμοὺς καὶ ἐπώρωσεν αὐτῶν τὴν καρδίαν, ἵνα μὴ ἴδωσιν τοῖς ὀφθαλμοῖς καὶ νοήσωσιν τῇ καρδίᾳ καὶ στραφῶσιν, καὶ ἰάσομαι αὐτούς.
John|12|41|ταῦτα εἶπεν ἠσαΐας, ὅτι εἶδεν τὴν δόξαν αὐτοῦ, καὶ ἐλάλησεν περὶ αὐτοῦ.
John|12|42|ὅμως μέντοι καὶ ἐκ τῶν ἀρχόντων πολλοὶ ἐπίστευσαν εἰς αὐτόν, ἀλλὰ διὰ τοὺς φαρισαίους οὐχ ὡμολόγουν ἵνα μὴ ἀποσυνάγωγοι γένωνται·
John|12|43|ἠγάπησαν γὰρ τὴν δόξαν τῶν ἀνθρώπων μᾶλλον ἤπερ τὴν δόξαν τοῦ θεοῦ.
